CodMunIBGE,VALUE (R$)
2111607,23871978
3203304,23876669
2909208,23914513
2930303,23915450
2804904,23918336
1501956,23936630
2106326,23990177
2932804,24006853
3553609,24008290
2924306,24008481
2201903,24015800
1100064,24017292
4104402,24032158
2800209,24033429
3162708,24061751
2923357,24062654
3108008,24064154
2111763,24065648
5002159,24072007
2932101,24119648
2916302,24143786
2313351,24152499
4317806,24164205
2922409,24215462
4209607,24217814
2904100,24224171
4214003,24224840
2511400,24249606
2103802,24250860
5105606,24270272
2511301,24276693
4210605,24305440
2301950,24315329
2615003,24322311
2613404,24357244
3113008,24373477
4211603,24378346
3115102,24381172
5102603,24391140
3130903,24394058
3545001,24431745
4104600,24432232
2306504,24436096
1721208,24449037
4125209,24500307
2305209,24517142
1300144,24528455
3139300,24529398
3104502,24529930
2313005,24539035
3127800,24541602
2600203,24544496
2700102,24549433
4124400,24551628
3305133,24552889
4105201,24569343
1200104,24570993
5107107,24595018
5204409,24634180
4300802,24640842
2611705,24641813
4317905,24651746
5106372,24668972
2931004,24718365
4116208,24735933
2108900,24745440
2905008,24765283
3137700,24785894
5004403,24796899
5003157,24804256
3144102,24806859
4217402,24808131
2603801,24830394
2307635,24853947
2705200,24857234
4306502,24858006
1501907,24860969
3201001,24861381
2404606,24868216
4312500,24875982
1300201,24881979
3302452,24885219
2516003,24895166
2303303,24916762
2703304,24924186
3204500,24933816
2312106,24944134
1100924,24953686
2202703,24955098
2608206,24975349
2308609,24983304
2313807,25003615
5215306,25062599
2913804,25080391
3555109,25094750
4101002,25101743
4205803,25108558
2929701,25128346
4105300,25146049
1100403,25151431
2924801,25153108
4314506,25176108
2111409,25178037
3542909,25184215
1500958,25216468
2916005,25255137
3540754,25268620
2902807,25270589
5214002,25274716
2918357,25301356
2917201,25326671
3109808,25336223
2920106,25374766
3201704,25375272
2903276,25423895
2207801,25458292
3552700,25462926
2806602,25466842
2303006,25487714
2702603,25492635
2911600,25502600
2303105,25516840
2301851,25531608
2908002,25551315
3137809,25585686
1100056,25585699
3516903,25605697
2310852,25608591
3162005,25621245
4208807,25621627
1304302,25630722
2929008,25656807
5209705,25657808
1200351,25683875
4213708,25701147
3506805,25716486
1708205,25724289
3144003,25732853
2311702,25737157
2108454,25741311
2311264,25747331
3510708,25749505
3111101,25769859
2610806,25774767
1303502,25782160
1400159,25784137
2704401,25812062
4215505,25825757
1101401,25869132
3104908,25889622
4321105,25902514
4106308,25903702
2925006,25911824
1302553,25914764
2208304,25935141
2613305,25950406
2112100,25958075
3300951,25983514
4212106,25995695
3155702,25997559
2805802,25999711
2407807,26014219
4213104,26025794
2704104,26031639
3147204,26036254
4316600,26044555
2309508,26047498
2915205,26061864
3506706,26066820
4114104,26096862
2302909,26108528
2932705,26110981
4109302,26117458
5214838,26120866
2304350,26144934
3509908,26154046
1504950,26156533
3507407,26171480
2605004,26182081
1500859,26189032
2902054,26189070
2909604,26189403
3114204,26210600
3201159,26228016
2916104,26230055
3524600,26240660
4103602,26248328
2705705,26256108
2614600,26256522
2931202,26272541
5101258,26284153
2112605,26294731
2303956,26304089
4102307,26313905
3151404,26318316
2107902,26334552
2600906,26360317
2805505,26380260
2508307,26380279
2412500,26385456
2604601,26412673
4315503,26422754
3512100,26444349
2921401,26473930
2311504,26495281
2106755,26508718
2911808,26531000
2901106,26541231
2903805,26559408
2801405,26567475
4316451,26582916
2933000,26587825
3143203,26623807
3541208,26630203
2304004,26637652
2302008,26639167
2304301,26641752
5006358,26646470
2924603,26658951
2306603,26665463
2709103,26701898
3139508,26726931
5002100,26732914
3135803,26746400
2923803,26754025
2917102,26781295
2922102,26843862
2701605,26859834
3105103,26860795
2601607,26863417
2109502,26864090
4126504,26866456
2904753,26873627
2613206,26879927
2100709,26893927
2932200,26899426
3536208,26916355
2610400,26917626
3159902,26921701
5218904,26951305
1504505,26953297
3133402,26969624
2923209,26995428
3532405,26999942
2501500,27029151
2100303,27038099
2915502,27045280
4319406,27056342
2702355,27071890
3118403,27086292
3118809,27158040
3520905,27178482
2400703,27204710
1100809,27220725
2802809,27223441
3550001,27238941
2202901,27246876
4301636,27254986
3504602,27258149
4112108,27260533
2701704,27272836
4307500,27298332
2600302,27300942
4305454,27339413
3202603,27343113
3149903,27362530
2920700,27372607
5107305,27382168
2614006,27418172
5003801,27445799
3154002,27446264
2402303,27454588
3545605,27471311
3538105,27516528
2108256,27517667
3113701,27545143
4122156,27553060
3515400,27585263
4126306,27594212
2102903,27599218
4204558,27602953
4212908,27623086
3511706,27632040
1504455,27633319
2301604,27664764
2111102,27689419
4115606,27691583
1100254,27705226
2912202,27710137
2512903,27728891
2606101,27741668
2605905,27745105
2804607,27752358
3508801,27756376
2605608,27771993
2606507,27805286
3114402,27827292
2110609,27830512
2908903,27879841
3202702,27909043
1709302,27927470
2906204,27977323
4211207,27987736
2702108,27995315
4302709,28009098
1100338,28044122
4206306,28051946
3541703,28055496
4213500,28069789
5005806,28096626
3306156,28110141
2901205,28121638
2923407,28129273
5217302,28142876
2609006,28151741
3533007,28176747
2923605,28181263
1100346,28182635
2931509,28190038
1100148,28197198
3128303,28202505
4215703,28215019
2201507,28219325
3100203,28233957
4318408,28235872
3162906,28238910
2922300,28272008
5108600,28323896
4313060,28324538
1507706,28340826
5004304,28347401
5105622,28348581
1303700,28353640
3517901,28388663
1302306,28392955
4316006,28394844
4106605,28416524
1507003,28442058
5005202,28461517
2210607,28464601
5213756,28469489
3200300,28503932
1508035,28515370
2603702,28575435
5002605,28614245
4101101,28626381
3144607,28627471
2611309,28644657
2504306,28645871
2108702,28658409
2101251,28659411
3147303,28687508
2109452,28695813
2500601,28695964
3546009,28699507
3511607,28705297
3549953,28712477
4104501,28717603
2304954,28773014
2919157,28777123
2106904,28783963
2910404,28796254
1101492,28802462
1502772,28814350
2914406,28823756
2608503,28845091
3537008,28851043
2102705,28854809
2608750,28891770
2922508,28907772
3203346,28917132
4315305,28973194
5211206,28998251
3148707,29001998
5212204,29005283
4301305,29038213
3521705,29041664
4212205,29056245
4204251,29086786
1716604,29130640
3135407,29136139
2912103,29140393
2912905,29143257
5106257,29168212
3132107,29173483
2110039,29176627
5216403,29220378
2703809,29234067
4100509,29259320
5107065,29262729
1301159,29264394
2105104,29272616
3126703,29294418
1503200,29315811
2511202,29349076
2803302,29417767
3514809,29431808
2302701,29436525
2913507,29446083
5103007,29450393
3115508,29468975
3153400,29481501
4300109,29482658
2923100,29486985
3132701,29491652
5204250,29492334
3302304,29496281
3144706,29565895
3205176,29578298
5201306,29590047
4104428,29623781
2604502,29627798
2807600,29637626
5004502,29641082
2105427,29650054
2205706,29710820
1504000,29711011
2611507,29732872
2932002,29776238
2102036,29791259
2907301,29802496
3536307,29810396
2607802,29813279
2922904,29826309
2305605,29831217
2615805,29845457
2914901,29880549
1100940,29908692
5208905,29908886
2307403,29933677
2906873,29934648
2921203,29958335
4106506,30001475
2100956,30011562
2614857,30025231
2306108,30044146
4205704,30097551
3111606,30106000
2207009,30115830
4206900,30164828
3515152,30182699
3543006,30188439
2928208,30189453
2915809,30190201
3124302,30204224
2401453,30210897
5005681,30224395
5004601,30237152
2308302,30240269
3114550,30261661
2301307,30302083
3110509,30343181
1304104,30345513
3540804,30356032
3503703,30356959
4109708,30397494
2913200,30398467
2512101,30430586
2607604,30453741
3147402,30454907
2701308,30479631
4217808,30521491
2313104,30550808
5008008,30582497
1503754,30584834
3143401,30592877
1500347,30619238
3141801,30632181
3158953,30657467
2102804,30669920
2609709,30682153
2927200,30688495
2908101,30699747
3528809,30704303
5000708,30744479
4101200,30744866
2608107,30786921
1507201,30825397
3510302,30853103
4206702,30863027
4201307,30958626
2606606,30973113
3548054,30986495
2921104,30988088
1301605,31026459
3300159,31054789
3160405,31056777
3512308,31057012
2920502,31095869
5205406,31101859
4217501,31112480
2928406,31145308
2303808,31209699
4117503,31280521
3145307,31308032
2908507,31310049
2304251,31333698
3551900,31368487
3508702,31462803
4103453,31474834
5203203,31481662
4310009,31522565
3155603,31563261
4320404,31577853
2609501,31597642
2312700,31635328
4104253,31638077
1302801,31649117
2403608,31696439
2805406,31716517
5106505,31720140
2603207,31763317
3123601,31821568
4320107,31823256
2800670,31831838
3550902,31856354
4208401,31858737
4314605,31863346
2200400,31886663
2925956,31909679
3538907,31913369
3547700,31941598
3517604,31948467
2800605,31963151
2513901,31965170
4318507,31970148
2805604,31992392
2112902,31995767
2305308,32007157
3511409,32023689
2309409,32027793
2615607,32037734
5006002,32048006
5203302,32083930
2408201,32089624
1200302,32094479
3521903,32095154
2610509,32110033
3103405,32177837
4114302,32179613
4128005,32267726
2905909,32277031
2805703,32290716
5105507,32291168
2101004,32308456
2106607,32310217
1702208,32318526
2918803,32326361
5220603,32340821
3113206,32354512
1504059,32382094
4102901,32407687
2908606,32431884
5007406,32438152
2926301,32443541
3127008,32463583
2110203,32463749
2932507,32468385
2207900,32475096
1504604,32481623
1504307,32505055
4208104,32540627
2930774,32604637
3162955,32621588
3116605,32675403
2917300,32680204
3514908,32684823
3203130,32717435
4208500,32720920
2309458,32726898
2607505,32740057
4218301,32759296
1100320,32761903
5101902,32773642
2301703,32774890
2708303,32802929
5100607,32831426
2302305,32831771
2907806,32858116
3145000,32924463
1502905,32932445
2610202,32933999
2705101,32959399
4320909,32964499
3526001,32995979
4200101,33054694
5206404,33087396
3530201,33095720
3149804,33115670
5103353,33120422
2105500,33128057
1301001,33141348
5105903,33143252
2914505,33144433
1500701,33144689
4216503,33177957
5101407,33179129
5210208,33194446
1400050,33207787
1507458,33233849
2615409,33257583
4113502,33269285
3505807,33313019
5106307,33335979
4105904,33342886
3556800,33363353
3301603,33365276
2704203,33396516
3305307,33400527
1501204,33421093
2613503,33424492
4312658,33438814
2206209,33443778
4318101,33444397
2703106,33477799
3133758,33489530
2509701,33498711
5103304,33498975
2613107,33511982
2906303,33522888
4111506,33535645
5007935,33539761
3204005,33550609
2409407,33551934
3542404,33572276
2906709,33624572
2102200,33667295
2904902,33670167
3521309,33750573
4318200,33820747
5208806,33827807
2105005,33857119
4211751,33878510
1508126,33884659
2607307,33904245
2926202,33926245
3520004,33946135
1300409,33964519
3202454,34008014
4313201,34036496
2616308,34051442
3553955,34083997
2903409,34091930
4304663,34102970
1303908,34105845
2705002,34122564
4208005,34135937
2912707,34183457
2104677,34230611
1303569,34254052
2113009,34255293
2307106,34275910
2925758,34276873
1502954,34323961
4321808,34352977
2603009,34382408
2203701,34392604
2102101,34410346
2709202,34432056
1502756,34464702
3162922,34470203
2109007,34471896
2703205,34519893
2905602,34535320
2503001,34543743
5220207,34547078
2110104,34551370
3523602,34558054
2907103,34560017
2110708,34560632
2506004,34594317
2925907,34606282
2405801,34609090
2310258,34621209
3304508,34647148
3112307,34656552
4309001,34678861
3162401,34711379
4121703,34716736
2911907,34727660
2706406,34739105
3142809,34776711
3305901,34780977
4210506,34800975
4212809,34859947
2307809,34861164
2305357,34879574
2926400,34901700
2901007,34927895
2928000,34953669
3526100,35029439
2923704,35067648
2307502,35080550
5102702,35087150
4106803,35102711
4310801,35104510
4217709,35125432
2408300,35152287
4216909,35164258
4102109,35168987
2911204,35201481
3527405,35211085
4301008,35212073
3203502,35254117
2312007,35280595
1505031,35333749
2709400,35351314
3113305,35400232
2704005,35401268
5004700,35425090
1505205,35427082
4306809,35445042
3300225,35467762
3135050,35508423
4211702,35550827
3109402,35589518
5106232,35624378
5205471,35640543
3171006,35640624
1506005,35687854
2515302,35695674
3520426,35709034
4219002,35783344
5104609,35861707
2504603,35870380
4311205,35872220
2411205,35945550
2301208,35962040
5002308,35967230
3139607,35970767
3152204,36034579
4116901,36052044
2607653,36078006
2906808,36094994
3134905,36125624
3300902,36152081
2916500,36182438
2303204,36205186
3519055,36229159
2611903,36250873
3132503,36256086
5103254,36325306
5217401,36325802
2707305,36347134
2906907,36358091
1506203,36386375
1508209,36446268
2804508,36463986
4319000,36480235
2613602,36499987
1506195,36513947
2929305,36523700
2100477,36541833
2600104,36548403
1503077,36573307
3162104,36574278
4321303,36579997
2201200,36592487
5215603,36621304
5006903,36685948
3539103,36686013
2311603,36697684
1713205,36765135
2409902,36885767
1300508,36898301
3501004,36909748
2914653,36927721
3146008,36929909
3502705,36948520
3152808,36957238
4311007,36965452
3114303,36982884
4124053,37114971
4321907,37128298
4304358,37155922
5203500,37157302
4319505,37188452
4110102,37189884
3553807,37210517
3537909,37229135
4102406,37332651
3506607,37340242
2109809,37366659
4117305,37377364
2917003,37392685
2103505,37398286
5106422,37411629
3501301,37461787
4113304,37469095
2414407,37518447
1200500,37522577
3302056,37548266
4213609,37549981
2302107,37553787
2103703,37603038
4119400,37637081
5200134,37661457
2313609,37709713
4202453,37712509
4306908,37738619
1303106,37763026
5215702,37789243
3103751,37791614
3119302,37798632
3301801,37804478
3140704,37822906
3500501,37879772
3507100,37894511
3140803,37925998
2701001,37931241
3304128,37961203
2705507,37963645
2605301,38033016
2604205,38047052
4300901,38078374
2100600,38112181
3302809,38121742
3133709,38150796
2100907,38159880
3168002,38169710
3513603,38176269
2112407,38227184
4119954,38233925
3540903,38251449
5200308,38346320
3539202,38368404
3110608,38405577
2307007,38443273
5218300,38452332
2111508,38491991
2313203,38515220
3508108,38542374
3101102,38546310
3203700,38548352
2900801,38634403
2401008,38674878
1200609,38688178
2927705,38689103
2109106,38712819
4205456,38726155
3531407,38754848
3528007,38802259
3101706,38917521
2512507,38994266
3204203,38996745
2602209,39002679
1505486,39063846
2308005,39068032
2913705,39068847
3301157,39099659
2308401,39100434
2211209,39115032
3205010,39119428
2402204,39148336
2933505,39188472
5220108,39217479
4208450,39246284
4202800,39263783
1600279,39279687
3204054,39295435
4313375,39299511
4114401,39388865
3507803,39489382
5217104,39490233
2110500,39494387
3509403,39507956
3109303,39525813
5002902,39535676
2925105,39557874
4120903,39569727
2600401,39631155
3157005,39711968
5104104,39734124
4105409,39759192
4212502,39812670
2314003,39829343
3108602,39829811
1100015,39862575
2202208,39954024
2929909,39970667
4110953,40012182
3554300,40020502
4216305,40029101
3205069,40114354
1301100,40123185
3517505,40139865
3202207,40288934
3529906,40323506
1502301,40327631
3502200,40425230
4309605,40433568
3202108,40438504
2921708,40536296
5100201,40543060
3508009,40570575
2309300,40582986
2602001,40654286
2308500,40661541
3531506,40734016
5103205,40777416
3205036,40814446
2905800,40846908
3169604,40854953
3204351,40871016
5104807,40896509
2918100,40909789
4308508,40954850
2403103,41000903
2508901,41045665
1100098,41061103
2807105,41071299
3305703,41142439
4319604,41206779
1300805,41215942
3304607,41223916
3523503,41228487
4304200,41290442
2404200,41300559
4320800,41333484
2306256,41341369
2600500,41357989
2601409,41370002
2600708,41381404
3301504,41383082
1705508,41385822
4309407,41396851
5002209,41397670
3152006,41408525
2107803,41533444
2310704,41599880
2925501,41662927
2211100,41711956
3128006,41727999
5210109,41739736
3556305,41766599
3303104,41772161
5001904,41818272
2708808,41834947
2306900,41848193
4203907,41932015
2112308,41952646
3544103,41965342
4322707,42042930
5005004,42131188
1100130,42141388
2608800,42254963
2704500,42279341
3521408,42314297
3130101,42318356
3546306,42393514
3547601,42437346
3512001,42473807
1502707,42559112
2310308,42596321
3154804,42639446
3204609,42658808
4104659,42660485
4322202,42783465
4202107,42802187
2607752,42814825
1100189,42849092
4323804,42860436
3172004,42861572
2927002,42879447
3526209,42892054
3517703,42919315
4311304,42952776
3129509,42970830
1500305,43071482
1100452,43193063
2602308,43228625
1503457,43233295
1500909,43259738
2305001,43293299
2930154,43335429
4101606,43396973
3203007,43418628
2102002,43429461
1300300,43508169
2614105,43698098
4114203,43742939
5103502,43772571
3514106,43813925
5002407,43901340
3300506,43905855
3550209,43966587
3535309,43986635
2911105,44026250
4120804,44058492
3529203,44067023
4315701,44143290
5005608,44144011
3553401,44155944
3101508,44244150
2104057,44270455
3157203,44297933
2108207,44305577
4322806,44307036
2924405,44307561
2919504,44329022
2913903,44356034
2708402,44454304
1400209,44498699
1302405,44506511
3305158,44526213
3151503,44530191
1508084,44547180
2928109,44599214
4321709,44625359
3530102,44650872
4203956,44653990
3110004,44701726
3144300,44707605
2602100,44774177
3534609,44829049
1503093,44889001
3527603,44907968
4119608,44911642
3305406,44946058
2807402,44977766
2614204,45031536
5000203,45035287
1300607,45120993
3505609,45124078
3303955,45187629
2105708,45323589
4117701,45333065
3301405,45403228
3538600,45406367
3141108,45452187
3519303,45456545
3170800,45538569
2803005,45643674
4119301,45733652
2602605,45749070
2612604,45793884
3302106,45806896
3117306,45807896
3520301,45840044
2909901,45846704
4321451,45921443
4127502,45933011
4306403,45945077
3508603,45967936
3139003,46008019
3102605,46012434
2702900,46017324
2310506,46130220
4124103,46251422
2917607,46305287
3203403,46320093
1302702,46355667
3521002,46425723
2902906,46445992
1716109,46630789
5001003,46696394
5214507,46708153
1501501,46811326
3204104,46895250
4313706,46955786
2613008,46996301
2803203,47040792
2112803,47060383
5106752,47077390
2306553,47099286
2305902,47117052
3548005,47248461
4314803,47392950
4102000,47415744
2917706,47443936
2312304,47450612
5105101,47531740
3301207,47627304
3305752,47712990
3553302,47738860
2103406,47746473
3165537,47747429
2108504,47852957
2611804,47924951
4122305,47955045
2806701,47982978
4114807,47990075
3534757,48007482
3160702,48035471
2610608,48066410
3502903,48122616
1505908,48158237
3159605,48185244
1506187,48299180
3518206,48327291
5101704,48341476
3526407,48381556
2412203,48481966
1506708,48577792
4120606,48607590
4318903,48666489
5210406,48672141
4108809,48735213
4310330,48776339
3529708,48790865
2308104,48860713
4316402,48928994
3552106,48933234
3507902,48957841
2928802,48960149
4302808,49010314
2926004,49020978
4313300,49138344
1303809,49173053
3538808,49225416
3200805,49272545
3525201,49456067
4111803,49471613
3202306,49539268
1508407,49589704
1508159,49782341
2305803,49874852
4107207,49952796
1100106,50175734
4217204,50181900
4117909,50278273
3303005,50337322
4218004,50353815
4204806,50359186
2605707,50381709
1500404,50415940
5220405,50433907
2300754,50474502
1718204,50475088
2114007,50797060
4219705,50811573
3200102,50844121
2701407,50931203
3145604,50971341
3540002,50999399
4317301,51170454
4122206,51209473
1503705,51222792
3138401,51317961
4308201,51321146
3510807,51368476
5003306,51447872
3500303,51532377
3301876,51566899
3512209,51738258
5100300,51892155
1502939,51906811
2310209,51949751
3107109,51996856
3204708,52037888
2930204,52049431
2709152,52215351
1301704,52229434
3304102,52234115
3551603,52251489
1506500,52261566
3521804,52271742
2602803,52306156
2605103,52342548
3544251,52347559
4125704,52600514
2919801,52779087
2615300,52942225
4117602,52949369
2300309,53046058
1505106,53079037
3501707,53121999
2910503,53148842
5211800,53193914
2926608,53239925
2306306,53263390
4307807,53273962
3200201,53276365
3121605,53294265
2931905,53307894
1100155,53352643
2112506,53355628
3104205,53446728
5200555,53532232
2304707,53547166
2707107,53602925
2312205,53608234
2601904,53695999
3505203,53785647
5007109,53820073
2608909,53832772
2905206,53936337
3535804,53988981
3520103,54035817
3303856,54087281
3106309,54107179
2112704,54122499
4317608,54251315
3137205,54309395
5107875,54436604
3161106,54497894
3300605,54558638
2923001,54609856
3546702,54683939
2313500,54696744
4304804,54708295
3537404,54799149
3107406,55032257
3535606,55391382
4112009,55401832
3136652,55555337
5003256,55582146
2101707,55583600
4104006,55598966
3304409,55695188
4209409,55731757
3550407,55752328
3124104,55769494
3511003,55773645
2708006,55902924
3203056,55959194
2506301,55987786
3128709,56075600
3203320,56085947
3547502,56454390
2933604,56504849
2905404,56515946
5007695,56545958
5213806,56578486
4115804,56585796
3301108,56603370
3135209,56634851
4310108,56661417
3302908,56701914
2302503,56846594
5210000,56954163
2102325,57019006
3556404,57035809
3510005,57220889
2400208,57265834
2614501,57307943
4100400,57361835
5002951,57471832
5221601,57503551
2401107,57505923
2503704,57546912
5218003,57565636
2933208,57628664
3525706,57793582
2302404,57816600
3107307,57881012
2208403,57923392
2920601,58071201
3542206,58122166
2909307,58153495
2907509,58228635
4109609,58387572
5102678,58471015
4205506,58542680
2604007,58605763
2928604,58659050
3304805,58923739
4318804,59003561
2902708,59027478
4115705,59050694
2612208,59073528
2909802,59230651
2801504,59464784
3541307,59492954
2601102,59680401
4113205,59682728
3143104,60030478
3540200,60067663
5105150,60169636
2914000,60208889
3201902,60213636
3201407,60249116
2302206,60299790
3200904,60304685
1500503,60431850
4110706,60433775
2910701,60464240
2908408,60527640
2609907,60794927
3204559,60813935
1503309,60854463
1501782,60880811
1304062,61018115
3522703,61144891
2700409,61151742
3111200,61452542
3554805,61502494
1301852,61528889
3159803,61776367
3509254,61829971
2929503,61853558
1500206,61864980
1508308,61877183
2105401,61891163
2610905,62079788
4317400,62157133
1503804,62168443
3105400,62182421
3502754,62186992
3156908,62411543
5000609,62495650
3518602,62555909
5205497,62636395
1508001,62683229
3163706,62822216
3136306,62918202
1502202,62956184
4310603,63198245
2402006,63477548
4321501,63488488
2302602,63515122
4207304,63526383
3169356,63539321
2806107,63591170
4306601,63674372
4125605,63726952
4308607,63743463
4219507,64196314
2601201,64218658
2104800,64297016
4106407,64298548
2609402,64301644
2902104,64322499
2300200,64486635
3537800,64508068
2605202,64557536
4126256,64594742
3541505,64769981
2910602,64897640
1503903,64985422
4213203,65000730
3550100,65278662
3515186,65335825
5219308,65503305
4305355,65534015
2407203,65590736
3513108,65616679
5006309,65649196
2516201,65651022
2801306,65813737
2314102,65886802
1505809,65903514
3539509,66080486
1507300,66373403
5215231,66528619
5218508,66618958
3541604,66695221
2103604,66707183
1507953,66844985
4304408,66941048
2107506,66990338
2307601,67072735
5106224,67226563
2305407,67465571
3544004,67771998
2309607,67908316
3502507,67918096
4314050,67940221
5102637,67983653
5219753,68147819
1100288,68251740
2313302,68374562
3519600,68442847
3514403,68564639
1504802,68602310
2611002,68754279
3546603,68879464
3533502,68889734
2915601,69024268
3135100,69114489
2914703,69271680
1200203,69397489
3545308,69521104
5213087,69688721
2803609,69767839
3524808,69778500
4307609,69798401
3536703,69917938
3300936,70166521
5100250,70307471
4311809,70341243
3513702,70437416
4321204,70578988
5208608,70583534
5001102,70601684
4203808,70628684
1100114,70859297
3525102,70909131
4203600,71025452
2921500,71070887
3201605,71161471
4209003,71346728
2612505,71347187
4201406,71442005
1304203,71581122
3505302,71604177
2309706,71709760
3546405,71780770
4206504,71915507
2110005,71999008
3127107,72193104
3169406,72317198
5007208,72360613
2203909,72440977
4123501,72494701
2103208,72719370
3306206,72726927
1505437,72753055
1709500,72834403
3503802,72914475
4313904,73014667
3501152,73133844
3549409,73268709
2706901,73403647
2303501,73465515
2402600,73543500
4304507,73814993
3551504,73928574
1501709,73972110
2907202,73999067
1504703,74357541
3304706,74470941
3500105,74889382
2613909,75017525
3303708,75131529
3523206,75166495
3203908,75320843
1506138,75368501
3120904,75492874
2707701,75704749
4318309,76003638
2311801,76038825
2313401,76180395
2709301,76195567
3125101,76285587
4306767,76386671
2911709,76398113
3531902,76439765
2108603,76628622
2904605,76777841
2903904,77174572
3510203,77188150
2308708,77269918
2304103,77281812
4215000,77323585
4128203,77476391
4107652,77521431
2101608,77529268
2930501,77594405
4306106,77740544
4203204,77762899
2702405,77854681
4109807,77919145
4122404,78162758
4309100,78386556
2610004,78405089
2916401,78630284
3500709,78662244
3537107,78846811
5209101,78856884
4218202,78868833
3126109,79014642
2311405,79016369
2928901,79067163
5206206,79375359
2501807,79393228
2706703,79531030
3556453,79600416
5005400,79671465
2109908,79694715
2301109,79897062
2606408,80026804
2311306,80146430
4114609,80290516
3151206,80588353
5006200,80608386
1302900,80800596
3305604,80903511
3502101,80926024
3302254,80949714
3512407,80987175
2930105,81019400
3115300,81236600
2600054,81346820
2925204,81739066
5217609,81755239
4303509,81957593
3145208,82676608
3516705,82689339
2312403,82694102
4210100,82780839
3508405,83057210
3531308,83274581
5007901,83319539
3554508,83654158
2921005,83906629
2906006,83948180
3134400,84100960
3530300,84248461
2601706,84389216
2407104,84646509
3524105,84802142
3542602,85043871
1505064,85235598
5101803,85442192
3303609,86141634
3528403,86226858
3202801,86650640
2302800,86838570
2706307,86850884
3304755,86920495
5221403,87030647
2932903,87075830
2802908,87194179
4304630,87370752
3515509,87420120
2613701,87456979
3520442,87522922
2208007,87597813
3555000,87643815
2922003,87978726
4207007,88010224
3145901,88146340
4322509,88223226
3515103,88435152
2910057,88450848
3137601,88784277
2917508,88868284
3164704,89032664
5105259,89055349
5005707,89441740
3149309,89825017
3535507,90396512
3546801,90470802
4207502,90560540
4321600,90599978
3511508,90900240
5102504,91171369
2305233,91362030
2704708,91937331
2914604,92149737
1600600,92257019
4318002,92340535
1502152,92804049
2708600,93233042
4322608,93250420
4219309,93536944
5213103,93871161
3205101,93875729
4202305,94387465
4317509,94546115
3553708,94967525
2101202,94985781
4104907,94990740
3520400,95091923
4304705,95462647
3119401,95605515
2510808,95616179
2928703,95739468
3534302,96173744
4127106,96414482
2702306,96446006
3517406,96474343
3533403,96490094
4118402,96611492
3113404,96625111
3169307,96758779
2301901,96837366
4203006,96934935
4208302,97093662
3171303,97251111
3139409,97409768
4205902,97534422
1501808,97614410
3505906,97730882
2301000,97840395
3169901,99207443
1302504,99310324
4211306,99456257
4119509,99485374
3519709,99486837
3152105,99737532
2606200,99885876
3507001,100386938
3537305,100422426
2803500,100640129
3512803,100642261
3301850,100736161
5107040,101309594
3306107,102376530
2802106,102521392
3147105,102701127
3161908,103043632
3510401,103144203
3530508,104149497
2304285,104264950
1500107,104491828
3162500,105227430
2801207,105610362
1503606,105725540
3533908,105984671
4312401,106188209
3527108,106195013
1303536,106283822
3549706,106454337
2919553,106667950
2307700,107183233
1100049,107395002
4105508,107552571
3524006,107679908
3540705,107951314
2606804,107998816
2305506,108058245
3531100,108310704
3132404,108595096
3509700,108839084
4303004,109007954
2404507,109092470
1504422,109125855
2412005,109135619
3305208,110178320
5214606,110257421
4311403,110318388
3109006,110335841
3305505,110699200
3540606,110833601
1301902,111506919
4319901,111605930
2616407,111918264
4103701,111921551
4108403,112174980
4317103,112771844
3304300,113182797
4307906,113300727
4303905,113386676
3531803,113592191
4300406,113652678
3118304,113735343
3147907,114394909
5208004,114446589
3305554,114489496
3306008,114516230
3171204,114570441
3170404,114936191
1500602,115322886
2306405,115349853
3131901,115502988
3302270,115654878
5107958,115793779
3527207,115939045
1100304,116675501
3518305,116723672
1303403,117293729
3513405,117331502
2101400,118182058
5204508,118697342
5006606,118852641
3509601,119234025
2919926,119547085
2103307,120484914
5107925,122170832
2513703,122232641
3528502,122539921
4101507,122551603
5200258,122787794
3143906,123891017
1505304,124079975
2503209,124097646
2304202,124453824
3101607,125002744
4118501,125045275
5221858,126009614
4204301,127669846
4317202,127789066
3304003,128433391
4104204,128613615
3148103,128705380
2100055,129601737
3147006,129664739
4307005,130600753
4214805,131293339
3303807,131827966
1100122,132791400
3134202,132903262
1100023,133170345
4322400,133386386
3136207,133641370
3557105,134309190
4216206,134681405
3138203,135052969
3300803,135171837
2606002,135656465
3509007,135820425
2111201,136314178
4104303,136665929
3156700,136700638
3503901,136819896
3304144,137102235
3133808,137706215
4309308,137729847
3537602,137805393
3501905,138001806
3529302,138273611
3526803,138883325
3506102,139378435
2207702,139688002
2804805,140271853
3539301,140528805
4218707,140741948
3300233,142601687
3522604,143253832
4307708,143678478
3204302,143897082
2931350,145024174
2910727,145599157
3556503,146054027
3504503,147436965
4128104,147518582
1505502,147644477
4101408,149370018
3516408,149848148
2900702,150101427
2906501,150739081
2925303,151080649
3504008,151523354
3300308,151817314
4310207,152687300
3524303,153145142
3550605,153879176
4215802,154368829
3304110,155326428
1702109,155452362
2603454,157459745
3508504,157818982
3103504,158085742
3168606,158111658
3549102,160560982
3300209,160651554
3168705,160712498
3526704,160993260
3202405,162868831
2924009,162943517
3525003,163478060
5211503,164029268
3303203,164099735
3543303,165177228
3522406,167224840
