CodMunIBGE,Receitas Correntes 2010 (R$)
4111407,17170227.02
2933455,17181268.53
1712009,17197511.16
4200408,17232316.4899999
5004106,17236866.6299999
4110201,17262219.66
2201150,17275801.31
3556909,17290254.48
3502002,17304056.0
3536109,17319288.67
3203601,17327141.3
1101807,17365423.89
5100805,17368322.09
4121752,17370029.07
5106109,17420849.37
4123907,17422385.97
3201100,17426906.5399999
1713809,17429435.19
2804201,17432232.59
4210001,17442104.95
1400308,17443676.3799999
1200708,17445832.09
4213401,17450093.31
4207106,17450479.16
3526506,17452407.6
3553500,17453918.16
2603603,17455614.56
5217203,17456323.32
3155801,17481763.64
2802007,17484758.0
2111532,17487605.61
1505635,17499692.48
4301909,17501043.73
2112001,17502679.57
2103257,17506184.16
3146503,17516438.0
2309805,17516780.52
2800407,17525687.9
2912509,17536508.37
3135506,17546590.86
4104709,17548320.94
3130408,17565821.5799999
3121258,17566620.44
3102001,17571783.2899999
4104451,17577831.42
2708956,17589746.67
4215406,17589770.78
2405603,17612340.23
2306801,17613400.59
4314472,17614622.96
4319158,17615719.34
5003751,17629214.76
2411403,17629758.8299999
3509106,17638237.21
4116109,17646325.02
2304509,17650419.7399999
2105153,17657070.44
5209903,17665394.39
2920452,17666262.92
4308458,17677680.0
2303907,17680409.3799999
1600154,17684555.69
1101302,17688571.45
2700607,17689853.66
3517802,17690793.65
4125357,17692531.37
3556107,17695520.12
3538501,17697022.72
3110301,17702330.7
1507508,17708779.5
1716505,17711169.57
5221700,17713183.75
4126272,17714601.7399999
2516102,17716410.87
3106903,17717385.72
3100609,17733436.68
2806008,17734150.64
1506351,17739585.12
3544301,17742708.7399999
2401404,17745741.68
2928059,17773503.6
2507101,17778381.34
3157906,17779933.47
2300150,17794058.61
2609204,17800895.07
2308377,17806142.5399999
1600402,17812977.34
3108404,17835148.95
4128534,17840846.03
3152402,17850383.3799999
2400505,17851552.72
4118451,17866266.56
3106507,17867244.56
5204805,17873870.82
2104404,17883972.2
2918209,17886202.0
5216809,17890802.77
4124707,17895521.89
4111209,17901742.61
2100832,17909176.23
5106299,17930608.61
5007554,17945807.32
1720903,17958713.93
1100072,17980659.82
2925600,17997752.9899999
5007703,18001156.65
1600808,18016039.21
4204004,18017219.26
2904001,18021218.8799999
2707206,18043328.72
2607950,18044123.81
2414001,18052732.45
2908309,18056167.48
3511300,18068986.39
3521101,18084595.02
2106631,18092670.82
1502764,18095869.61
1505403,18099002.2399999
2601300,18102014.15
2614303,18110727.71
3518859,18125732.0
2312601,18130657.07
2310902,18136475.61
3151107,18144682.03
4321436,18152081.16
2104206,18152858.71
5209200,18172246.81
2305266,18202486.03
2104099,18204720.84
5106828,18206353.94
2926806,18209693.6
5211305,18217850.28
4306205,18235006.36
5106216,18235313.84
2608453,18236891.2399999
2933059,18246966.96
2101509,18268986.2
3126307,18280360.3299999
3545506,18289538.52
3108552,18293311.34
2600609,18297367.2399999
4204400,18305326.92
3506300,18306116.17
2903003,18311375.52
4120507,18318750.19
2608404,18331411.25
4113908,18353201.51
1300904,18355365.3799999
4203501,18368553.42
2607703,18389521.81
3539004,18392779.8
4300505,18393390.09
4127007,18393926.8299999
5107941,18399955.4899999
5000906,18405973.84
4112504,18416205.21
2918753,18431448.6
1200013,18441798.9
4101705,18441887.46
2308203,18445295.73
1301654,18457857.0399999
4305801,18473785.5799999
2701100,18481834.46
1101203,18482374.0399999
2930766,18495493.69
2506905,18503189.14
3536000,18512331.81
3543253,18536248.09
2106805,18541163.7
2915353,18558128.16
2102507,18565123.34
2414605,18575446.93
5104203,18580091.46
2911857,18580148.09
1101609,18583654.06
4311502,18587085.69
4123006,18588186.36
3136009,18591955.2899999
2414209,18622407.4899999
2806206,18632006.31
3534203,18632591.97
5103056,18635936.07
4118808,18636771.92
2105609,18645818.0
2930758,18665397.85
4315107,18670407.19
4317707,18677509.96
2301406,18689026.76
3151701,18689765.0
2202307,18692064.51
4122503,18695261.02
2208205,18723723.6
2504900,18734271.44
3529807,18753587.68
3162948,18753992.36
1101500,18768282.42
3116100,18773810.61
4123808,18781375.17
3515350,18783448.2399999
4301206,18794056.3
4321006,18796590.85
4315800,18798270.86
2925709,18804814.0
2512002,18816572.1299999
3111408,18820514.45
3509304,18826044.15
2922656,18831253.17
2917409,18838143.26
2608057,18845519.85
2705606,18848346.69
5221551,18848477.61
2903235,18858112.98
4314464,18877948.8299999
3112703,18890978.32
2922052,18895304.44
4107009,18907912.86
3517000,18909987.62
3120805,18912290.6
3169000,18919610.7
2514503,18924394.11
4302006,18939187.76
3108305,18943251.57
4117057,18958774.57
3532603,18959923.26
2918506,18963022.81
3500550,18978360.9899999
2105476,18981326.26
3138609,18985554.53
3114105,18991148.73
2909703,18996758.52
2901601,18999663.01
2913002,19004941.77
4102505,19020561.35
5209952,19062116.66
1507979,19063293.31
3202553,19067217.56
5200100,19094582.27
2931608,19110209.2
2507705,19114640.9
1504976,19114924.93
3503604,19115667.41
2104602,19119510.0
3204658,19138841.84
4214201,19141887.34
4117107,19199999.2
2300903,19210728.85
3205150,19211447.23
1501576,19216734.25
3538204,19218252.77
3137007,19225517.64
2608701,19226060.76
4216008,19231137.2899999
4124806,19236448.37
2612000,19253726.15
2901304,19257316.25
4121000,19267467.21
2704807,19285246.16
2608602,19296615.43
2108058,19300074.21
4302303,19311800.39
4311155,19324662.21
4312906,19336335.86
2313559,19381413.9
3506904,19387793.27
2506806,19398085.66
4308300,19407054.0399999
2900355,19407789.05
1300102,19410477.69
2502508,19433860.86
2932606,19451770.98
2210409,19459809.17
3130705,19470383.5
4117800,19478998.85
2902500,19482666.21
3513900,19484500.61
2310407,19514782.06
4316709,19520740.22
2902005,19520899.3299999
1507805,19524148.0
2708105,19531202.2899999
1501451,19581976.0
2909406,19583176.8799999
3162807,19601711.32
2211308,19604427.5399999
2406502,19605196.6299999
2603504,19616063.52
4217907,19620977.67
2914307,19623254.19
2924058,19624445.47
1100080,19673644.87
2608305,19696427.87
2926657,19713933.09
2503506,19717960.44
5215504,19722579.46
2100808,19743137.85
4100608,19743380.1
3502309,19747311.44
4125100,19748884.07
2101301,19758699.45
2111029,19761646.46
3151602,19763805.71
2500700,19764082.39
3532900,19766980.37
2308351,19769479.71
3112000,19773322.0
2504405,19774631.95
2204303,19786816.81
2607000,19792293.44
5105002,19815194.84
4201208,19816387.1
3170909,19817321.9
2707602,19822141.55
3166808,19838103.71
3102308,19856418.96
3123205,19859123.39
2106706,19863745.52
2313906,19872472.22
2601805,19896437.01
2801009,19902154.21
3167608,19905158.53
5005103,19912168.82
5007950,19914326.93
2915007,19927605.8299999
4119806,19944813.52
3514502,19951753.01
2920908,19980879.44
2208809,19998815.5
3522901,20018954.76
2803401,20031697.28
2904704,20034953.18
5212808,20036302.36
4309050,20047802.1
2516300,20056535.0
4120002,20062414.14
4217006,20080940.17
4311106,20083806.65
4305306,20084735.9
1502004,20100882.69
2918308,20101406.57
5202502,20134825.8799999
4320677,20136617.4
2111805,20140506.8
2205201,20165820.9899999
3204955,20169383.72
2603108,20171230.02
5106158,20174823.36
3552908,20178224.21
4312708,20196048.73
2512705,20201457.17
2306009,20220751.5
3504404,20230217.9899999
3133006,20261117.41
4203303,20263879.55
5102686,20271723.75
2702801,20280035.71
1200336,20284374.05
2604700,20296337.7399999
4302907,20302430.82
5000807,20303210.75
4305207,20314320.17
2500809,20325303.0799999
5207402,20328295.64
2922706,20334782.3799999
2807501,20342899.27
2930402,20359711.71
4101903,20363052.1
3161007,20369926.56
3134608,20371578.64
4117255,20378133.26
3162203,20379456.0399999
2906824,20386373.57
3517208,20386833.34
2109270,20387599.8
2404705,20390536.5799999
4201257,20392294.19
3124005,20400491.43
3148608,20408157.0799999
2929057,20413607.31
5108055,20423907.53
2612307,20428964.3799999
1100379,20436134.07
2110302,20450995.3
2912301,20462793.3
3555604,20485223.25
2901403,20493988.0
4102802,20505428.44
2907905,20508765.05
4121505,20511423.07
1505650,20521114.8299999
2616001,20526971.86
4301107,20549832.73
3525508,20551698.1299999
4205001,20562319.78
3505401,20573709.8299999
4322533,20579898.94
2200202,20583104.3799999
4116703,20601247.71
2311108,20609407.73
1508050,20609787.21
2927507,20610979.1299999
3147600,20616747.21
3504909,20618109.77
2609808,20620431.06
3103009,20629113.53
1303205,20653644.71
2912400,20658792.06
3532827,20660612.65
3156809,20672656.51
4217600,20679926.3299999
2612554,20682213.0399999
3524907,20706276.01
2916856,20714180.87
3110905,20742414.22
3520202,20751393.52
4114500,20760791.75
2931053,20764330.09
2913408,20779357.12
2202604,20780862.3799999
3544202,20790343.22
2202000,20806864.1299999
5005251,20821727.6
3200706,20831469.31
3550803,20832434.45
2921906,20856942.75
2412609,20879937.2
2924504,20889392.92
3536604,20893874.12
3203163,20914929.95
2905503,20920312.9899999
2102606,20923216.57
5222005,20923783.7899999
3543709,20924621.51
2806305,20940012.31
5000252,20942882.07
2903607,20943192.67
3533601,20948432.86
3544905,20965350.17
1304260,20967749.96
2601052,20970945.51
3552601,20985515.44
3557303,20989948.71
1101005,20996955.98
2933158,21007787.57
3140902,21013167.4899999
4321402,21013737.64
2901155,21019551.27
2408904,21061286.73
2607406,21071775.46
3115359,21078577.0399999
2903706,21093749.0
2204501,21100959.57
3519808,21106532.7
5103379,21113051.9
3534906,21129762.72
3128105,21133135.0
5002001,21151844.9899999
3143500,21151845.12
2920403,21163041.82
4121208,21180465.68
3111804,21181282.44
4216701,21188396.06
3150802,21191287.0
2304657,21216063.72
3140506,21248865.64
4108502,21249367.02
2706505,21269066.48
2927606,21300075.8
1100700,21307754.5799999
2907608,21320131.34
3523305,21320672.4899999
2922607,21330778.2899999
1300839,21400901.4
2616506,21401027.32
4122008,21401241.31
3539400,21406779.7899999
3519402,21409667.0
2111078,21414565.69
2107357,21426742.4
4121802,21452000.14
3203106,21464075.53
2112233,21475328.72
3541901,21482308.09
1300029,21490028.94
2913457,21491769.93
5103700,21497675.6
3519907,21500098.46
4107603,21504857.5
2106300,21505553.84
5205513,21514591.6
2608008,21517814.04
1503044,21524938.99
5106240,21528814.05
3542107,21529872.48
3200136,21534125.6
2615706,21534611.14
3204401,21535232.13
2303931,21540483.46
4211504,21551113.98
2304459,21556403.44
4301057,21562320.31
2908200,21564138.51
2900207,21564796.18
2904852,21585339.92
4111902,21606372.99
3131208,21617655.05
2300408,21624236.72
4103909,21624943.42
2901908,21634818.96
3202900,21636900.34
2703759,21645032.82
2107407,21667715.96
5003488,21674668.84
2210003,21694422.09
2509107,21705404.06
2702553,21712672.81
2303402,21716016.28
2922250,21724121.69
2505105,21737902.29
4115408,21745431.9
5107859,21749288.99
3101904,21759035.28
3133105,21765853.04
2926509,21767961.13
2309003,21769404.28
4205308,21794013.07
2107704,21797194.84
2309201,21803939.49
5201702,21813463.12
2903508,21818138.54
5001243,21832448.87
2917359,21840085.65
2604155,21865198.0
3518503,21870654.0
2909109,21879565.55
2930808,21901425.45
2919702,21940908.19
5105580,21943026.54
4107504,21956476.07
2108009,21964063.06
5217708,21986914.61
4126801,21994781.41
2500403,21999140.55
4121406,22008883.63
2614808,22014232.88
2800506,22015248.75
2310803,22015411.4
2707503,22018418.61
3129707,22022219.2
2512309,22024052.59
4218806,22034009.84
2804003,22042635.26
2507002,22047497.41
1101708,22054246.54
5007802,22059401.2
1501006,22061426.08
3114501,22071226.8
4127403,22095936.92
2103174,22098718.33
1506609,22103933.07
2306702,22113898.74
3154903,22151652.76
2101905,22174387.75
2703007,22177450.47
3203353,22181646.14
1506161,22210584.09
2107100,22211374.8
3504206,22217798.17
2100204,22227954.35
3133501,22247513.81
2910859,22281296.38
3146909,22282022.22
4114005,22282265.08
2104008,22288375.04
4110508,22302368.58
2924207,22322025.11
1301803,22340780.6
3204807,22353233.1
2404309,22353446.21
4110607,22362840.87
3142908,22363892.2
1304401,22371991.09
2700508,22391816.95
2925253,22397344.2
4127304,22407342.78
4127601,22411919.04
4127858,22413324.7
2501302,22421592.98
2110401,22454833.48
2612455,22456339.14
4126603,22464536.72
2932457,22470687.92
3202256,22478704.56
4106209,22503346.67
3157708,22516858.16
1707009,22523240.34
3100906,22546214.32
2901353,22547365.08
2900405,22556815.54
1400472,22574816.23
1501725,22575912.0
5107701,22589103.05
2916807,22613067.54
1304237,22615360.21
3141405,22618357.53
4308102,22631674.95
3168101,22632042.03
3167103,22637146.43
2910750,22651010.88
3519105,22688548.66
2706802,22694218.16
1303304,22700800.5
2804409,22708472.37
1506302,22709526.18
5205307,22734819.02
2311355,22746168.05
2616209,22770641.19
3200169,22779661.83
2905305,22786056.02
2920205,22795297.81
3105905,22801150.14
3122009,22805867.87
3551801,22825643.61
2311959,22830435.21
4306007,22889369.89
2605400,22893958.26
3537206,22909374.74
3145109,22910284.72
3139201,22910415.22
2303600,22942694.0
2107605,22948540.22
3124203,22949304.64
2300705,22964746.7
4128500,22965003.65
2700201,22973213.58
3202652,22992500.0
3522802,22997765.64
2929602,23009187.48
4127965,23024046.31
2100436,23026762.11
2401206,23034982.03
2605152,23044253.17
3111507,23054029.41
3155504,23059165.0
2302057,23059734.84
2406106,23063846.69
2913101,23068588.51
4206009,23077621.62
1303601,23078055.66
2108801,23078701.15
3557204,23089090.37
2501005,23102990.1
2106409,23120998.92
5205901,23124862.0
1300631,23135941.08
2931301,23148692.91
2102309,23148957.33
2604809,23162656.22
2311900,23170862.12
2613800,23172404.0
2708907,23181783.03
2609154,23182385.33
1200385,23195424.37
3125705,23197642.26
2927309,23199324.9
4204509,23200739.56
2700706,23211149.19
3154309,23227235.94
4313656,23252893.26
2911402,23273199.93
2932309,23275512.2
3535408,23277188.0
3169703,23296347.7
1301506,23298050.91
3133303,23308829.16
2108108,23326972.11
3532009,23327443.26
2501104,23328079.0
2411502,23348158.03
2902609,23351038.56
3556008,23351071.14
5108006,23365453.81
1506583,23370397.16
2304236,23373258.26
5204904,23387372.87
2308906,23388606.29
4308904,23391885.48
4320701,23404748.39
2908705,23420536.32
2600807,23430004.32
2801702,23444882.97
3516002,23446553.0
2612406,23447505.32
2307254,23447789.75
3203809,23450023.65
1200450,23450983.93
1507151,23462594.19
4302352,23475001.69
3552304,23477978.93
3202504,23484523.86
2917805,23494008.32
3146305,23502035.86
2904050,23526166.09
2929255,23534109.03
1507474,23540485.01
2313757,23565654.43
1303007,23570279.72
3119104,23573174.56
1507904,23576133.8
4105706,23610566.14
2500304,23610577.84
1301308,23611223.67
2106508,23618243.91
2929107,23654151.56
2603900,23662192.62
2931806,23692046.49
3138807,23706114.23
4116059,23724360.94
2112456,23734431.22
3117504,23745120.44
4111258,23771507.54
1505700,23784288.44
3137502,23806091.8
4127205,23809193.25
3535002,23814403.62
3112604,23839214.48
5210901,23840567.71
2313955,23842026.0
5107008,23842456.52
2604908,23863017.26
4119103,23869661.17
2111607,23871978.64
3203304,23876669.35
2909208,23914513.54
2930303,23915450.94
2804904,23918336.98
1501956,23936630.02
2106326,23990177.89
2932804,24006853.38
3553609,24008290.85
2924306,24008481.59
2201903,24015800.25
1100064,24017292.55
4104402,24032158.84
2800209,24033429.79
3162708,24061751.89
2923357,24062654.91
3108008,24064154.0
2111763,24065648.56
5002159,24072007.66
2932101,24119648.05
2916302,24143786.86
2313351,24152499.87
4317806,24164205.98
2922409,24215462.81
4209607,24217814.01
2904100,24224171.67
4214003,24224840.2
2511400,24249606.21
2103802,24250860.59
5105606,24270272.42
2511301,24276693.82
4210605,24305440.76
2301950,24315329.49
2615003,24322311.25
2613404,24357244.53
3113008,24373477.49
4211603,24378346.81
3115102,24381172.36
5102603,24391140.71
3130903,24394058.22
3545001,24431745.93
4104600,24432232.04
2306504,24436096.14
1721208,24449037.07
4125209,24500307.66
2305209,24517142.92
1300144,24528455.1
3139300,24529398.8
3104502,24529930.21
2313005,24539035.31
3127800,24541602.43
2600203,24544496.41
2700102,24549433.46
4124400,24551628.05
3305133,24552889.15
4105201,24569343.24
1200104,24570993.16
5107107,24595018.57
5204409,24634180.0
4300802,24640842.14
2611705,24641813.6
4317905,24651746.18
5106372,24668972.16
2931004,24718365.47
4116208,24735933.7
2108900,24745440.79
2905008,24765283.35
3137700,24785894.3
5004403,24796899.92
5003157,24804256.61
3144102,24806859.27
4217402,24808131.55
2603801,24830394.97
2307635,24853947.42
2705200,24857234.41
4306502,24858006.91
1501907,24860969.42
3201001,24861381.98
2404606,24868216.01
4312500,24875982.37
1300201,24881979.63
3302452,24885219.75
2516003,24895166.18
2303303,24916762.61
2703304,24924186.23
3204500,24933816.81
2312106,24944134.4
1100924,24953686.49
2202703,24955098.79
2608206,24975349.36
2308609,24983304.59
2313807,25003615.73
5215306,25062599.84
2913804,25080391.23
3555109,25094750.24
4101002,25101743.34
4205803,25108558.79
2929701,25128346.19
4105300,25146049.05
1100403,25151431.33
2924801,25153108.38
4314506,25176108.1
2111409,25178037.13
3542909,25184215.49
1500958,25216468.14
2916005,25255137.97
3540754,25268620.66
2902807,25270589.82
5214002,25274716.89
2918357,25301356.47
2917201,25326671.0
3109808,25336223.75
2920106,25374766.87
3201704,25375272.33
2903276,25423895.55
2207801,25458292.63
3552700,25462926.7
2806602,25466842.76
2303006,25487714.62
2702603,25492635.47
2911600,25502600.21
2303105,25516840.37
2301851,25531608.28
2908002,25551315.45
3137809,25585686.4
1100056,25585699.48
3516903,25605697.8
2310852,25608591.35
3162005,25621245.32
4208807,25621627.0
1304302,25630722.83
2929008,25656807.91
5209705,25657808.0
1200351,25683875.06
4213708,25701147.09
3506805,25716486.36
1708205,25724289.0
3144003,25732853.52
2311702,25737157.25
2108454,25741311.56
2311264,25747331.09
3510708,25749505.97
3111101,25769859.69
2610806,25774767.66
1303502,25782160.97
1400159,25784137.86
2704401,25812062.84
4215505,25825757.47
1101401,25869132.96
3104908,25889622.8
4321105,25902514.98
4106308,25903702.01
2925006,25911824.66
1302553,25914764.95
2208304,25935141.53
2613305,25950406.6
2112100,25958075.4
3300951,25983514.23
4212106,25995695.06
3155702,25997559.55
2805802,25999711.72
2407807,26014219.94
4213104,26025794.95
2704104,26031639.15
3147204,26036254.38
4316600,26044555.72
2309508,26047498.32
2915205,26061864.56
3506706,26066820.45
4114104,26096862.55
2302909,26108528.47
2932705,26110981.81
4109302,26117458.97
5214838,26120866.49
2304350,26144934.27
3509908,26154046.97
1504950,26156533.18
3507407,26171480.76
2605004,26182081.58
1500859,26189032.0
2902054,26189070.59
2909604,26189403.89
3114204,26210600.59
3201159,26228016.97
2916104,26230055.82
3524600,26240660.29
4103602,26248328.0
2705705,26256108.91
2614600,26256522.42
2931202,26272541.1
5101258,26284153.32
2112605,26294731.34
2303956,26304089.51
4102307,26313905.38
3151404,26318316.31
2107902,26334552.34
2600906,26360317.47
2805505,26380260.88
2508307,26380279.53
2412500,26385456.67
2604601,26412673.39
4315503,26422754.58
3512100,26444349.29
2921401,26473930.94
2311504,26495281.05
2106755,26508718.49
2911808,26531000.21
2901106,26541231.63
2903805,26559408.18
2801405,26567475.83
4316451,26582916.53
2933000,26587825.04
3143203,26623807.2
3541208,26630203.89
2304004,26637652.11
2302008,26639167.04
2304301,26641752.57
5006358,26646470.81
2924603,26658951.63
2306603,26665463.8
2709103,26701898.05
3139508,26726931.07
5002100,26732914.66
3135803,26746400.81
2923803,26754025.61
2917102,26781295.18
2922102,26843862.3
2701605,26859834.52
3105103,26860795.61
2601607,26863417.21
2109502,26864090.17
4126504,26866456.42
2904753,26873627.49
2613206,26879927.02
2100709,26893927.69
2932200,26899426.99
3536208,26916355.75
2610400,26917626.7
3159902,26921701.68
5218904,26951305.57
1504505,26953297.48
3133402,26969624.72
2923209,26995428.21
3532405,26999942.03
2501500,27029151.58
2100303,27038099.83
2915502,27045280.67
4319406,27056342.51
2702355,27071890.12
3118403,27086292.07
3118809,27158040.95
3520905,27178482.71
2400703,27204710.67
1100809,27220725.98
2802809,27223441.0
3550001,27238941.98
2202901,27246876.62
4301636,27254986.48
3504602,27258149.54
4112108,27260533.08
2701704,27272836.3
4307500,27298332.98
2600302,27300942.62
4305454,27339413.44
3202603,27343113.47
3149903,27362530.96
2920700,27372607.83
5107305,27382168.67
2614006,27418172.72
5003801,27445799.36
3154002,27446264.79
2402303,27454588.96
3545605,27471311.41
3538105,27516528.33
2108256,27517667.98
3113701,27545143.98
4122156,27553060.38
3515400,27585263.1
4126306,27594212.28
2102903,27599218.35
4204558,27602953.92
4212908,27623086.79
3511706,27632040.63
1504455,27633319.95
2301604,27664764.7
2111102,27689419.6
4115606,27691583.6
1100254,27705226.51
2912202,27710137.74
2512903,27728891.38
2606101,27741668.33
2605905,27745105.11
2804607,27752358.88
3508801,27756376.57
2605608,27771993.81
2606507,27805286.04
3114402,27827292.35
2110609,27830512.77
2908903,27879841.56
3202702,27909043.8
1709302,27927470.17
2906204,27977323.56
4211207,27987736.99
2702108,27995315.16
4302709,28009098.65
1100338,28044122.48
4206306,28051946.8
3541703,28055496.06
4213500,28069789.52
5005806,28096626.7
3306156,28110141.14
2901205,28121638.06
2923407,28129273.39
5217302,28142876.37
2609006,28151741.0
3533007,28176747.93
2923605,28181263.02
1100346,28182635.15
2931509,28190038.89
1100148,28197198.1
3128303,28202505.99
4215703,28215019.19
2201507,28219325.64
3100203,28233957.76
4318408,28235872.61
3162906,28238910.48
2922300,28272008.87
5108600,28323896.62
4313060,28324538.89
1507706,28340826.18
5004304,28347401.03
5105622,28348581.12
1303700,28353640.94
3517901,28388663.92
1302306,28392955.62
4316006,28394844.69
4106605,28416524.9
1507003,28442058.2
5005202,28461517.71
2210607,28464601.35
5213756,28469489.09
3200300,28503932.99
1508035,28515370.71
2603702,28575435.93
5002605,28614245.31
4101101,28626381.74
3144607,28627471.71
2611309,28644657.23
2504306,28645871.42
2108702,28658409.43
2101251,28659411.35
3147303,28687508.87
2109452,28695813.1
2500601,28695964.87
3546009,28699507.34
3511607,28705297.45
3549953,28712477.55
4104501,28717603.05
2304954,28773014.11
2919157,28777123.61
2106904,28783963.45
2910404,28796254.27
1101492,28802462.33
1502772,28814350.18
2914406,28823756.28
2608503,28845091.11
3537008,28851043.92
2102705,28854809.36
2608750,28891770.2
2922508,28907772.57
3203346,28917132.01
4315305,28973194.23
5211206,28998251.96
3148707,29001998.73
5212204,29005283.02
4301305,29038213.68
3521705,29041664.95
4212205,29056245.26
4204251,29086786.64
1716604,29130640.62
3135407,29136139.93
2912103,29140393.22
2912905,29143257.5
5106257,29168212.82
3132107,29173483.82
2110039,29176627.88
5216403,29220378.42
2703809,29234067.26
4100509,29259320.04
5107065,29262729.71
1301159,29264394.88
2105104,29272616.93
3126703,29294418.11
1503200,29315811.79
2511202,29349076.3
2803302,29417767.84
3514809,29431808.38
2302701,29436525.16
2913507,29446083.0
5103007,29450393.22
3115508,29468975.12
3153400,29481501.77
4300109,29482658.44
2923100,29486985.68
3132701,29491652.3299999
5204250,29492334.49
3302304,29496281.87
3144706,29565895.3099999
3205176,29578298.3299999
5201306,29590047.1
4104428,29623781.36
2604502,29627798.2
2807600,29637626.0
5004502,29641082.38
2105427,29650054.98
2205706,29710820.4
1504000,29711011.54
2611507,29732872.96
2932002,29776238.32
2102036,29791259.63
2907301,29802496.93
3536307,29810396.49
2607802,29813279.47
2922904,29826309.57
2305605,29831217.38
2615805,29845457.03
2914901,29880549.15
1100940,29908692.45
5208905,29908886.62
2307403,29933677.88
2906873,29934648.94
2921203,29958335.77
4106506,30001475.59
2100956,30011562.18
2614857,30025231.74
2306108,30044146.17
4205704,30097551.37
3111606,30106000.46
2207009,30115830.93
4206900,30164828.57
3515152,30182699.3099999
3543006,30188439.94
2928208,30189453.67
2915809,30190201.0799999
3124302,30204224.27
2401453,30210897.69
5005681,30224395.67
5004601,30237152.76
2308302,30240269.57
3114550,30261661.04
2301307,30302083.86
3110509,30343181.45
1304104,30345513.14
3540804,30356032.55
3503703,30356959.28
4109708,30397494.27
2913200,30398467.47
2512101,30430586.62
2607604,30453741.41
3147402,30454907.8
2701308,30479631.28
4217808,30521491.16
2313104,30550808.34
5008008,30582497.8
1503754,30584834.41
3143401,30592877.42
1500347,30619238.0599999
3141801,30632181.48
3158953,30657467.61
2102804,30669920.62
2609709,30682153.36
2927200,30688495.23
2908101,30699747.17
3528809,30704303.8099999
5000708,30744479.82
4101200,30744866.88
2608107,30786921.21
1507201,30825397.09
3510302,30853103.61
4206702,30863027.2
4201307,30958626.77
2606606,30973113.32
3548054,30986495.67
2921104,30988088.96
1301605,31026459.09
3300159,31054789.15
3160405,31056777.3099999
3512308,31057012.41
2920502,31095869.44
5205406,31101859.7
4217501,31112480.52
2928406,31145308.89
2303808,31209699.65
4117503,31280521.89
3145307,31308032.21
2908507,31310049.68
2304251,31333698.28
3551900,31368487.05
3508702,31462803.55
4103453,31474834.01
5203203,31481662.38
4310009,31522565.2
3155603,31563261.19
4320404,31577853.57
2609501,31597642.96
2312700,31635328.15
4104253,31638077.22
1302801,31649117.7
2403608,31696439.36
2805406,31716517.96
5106505,31720140.76
2603207,31763317.97
3123601,31821568.0
4320107,31823256.86
2800670,31831838.57
3550902,31856354.47
4208401,31858737.62
4314605,31863346.62
2200400,31886663.14
2925956,31909679.0799999
3538907,31913369.25
3547700,31941598.97
3517604,31948467.44
2800605,31963151.86
2513901,31965170.04
4318507,31970148.94
2805604,31992392.6
2112902,31995767.8099999
2305308,32007157.13
3511409,32023689.0
2309409,32027793.42
2615607,32037734.2
5006002,32048006.45
5203302,32083930.03
2408201,32089624.47
1200302,32094479.88
3521903,32095154.37
2610509,32110033.5799999
3103405,32177837.98
4114302,32179613.78
4128005,32267726.32
2905909,32277031.71
2805703,32290716.1
5105507,32291168.97
2101004,32308456.89
2106607,32310217.22
1702208,32318526.74
2918803,32326361.99
5220603,32340821.92
3113206,32354512.78
1504059,32382094.19
4102901,32407687.53
2908606,32431884.87
5007406,32438152.63
2926301,32443541.12
3127008,32463583.17
2110203,32463749.64
2932507,32468385.26
2207900,32475096.41
1504604,32481623.86
1504307,32505055.87
4208104,32540627.5799999
2930774,32604637.18
3162955,32621588.84
3116605,32675403.93
2917300,32680204.51
3514908,32684823.63
3203130,32717435.39
4208500,32720920.91
2309458,32726898.29
2607505,32740057.19
4218301,32759296.79
1100320,32761903.27
5101902,32773642.69
2301703,32774890.76
2708303,32802929.44
5100607,32831426.01
2302305,32831771.72
2907806,32858116.61
3145000,32924463.3299999
1502905,32932445.96
2610202,32933999.57
2705101,32959399.85
4320909,32964499.26
3526001,32995979.01
4200101,33054694.87
5206404,33087396.37
3530201,33095720.5799999
3149804,33115670.93
5103353,33120422.0599999
2105500,33128057.29
1301001,33141348.63
5105903,33143252.5599999
2914505,33144433.26
1500701,33144689.39
4216503,33177957.34
5101407,33179129.71
5210208,33194446.82
1400050,33207787.43
1507458,33233849.57
2615409,33257583.19
4113502,33269285.86
3505807,33313019.53
5106307,33335979.3
4105904,33342886.97
3556800,33363353.78
3301603,33365276.0799999
2704203,33396516.87
3305307,33400527.42
1501204,33421093.84
2613503,33424492.0599999
4312658,33438814.38
2206209,33443778.37
4318101,33444397.85
2703106,33477799.64
3133758,33489530.39
2509701,33498711.34
5103304,33498975.36
2613107,33511982.2
2906303,33522888.63
4111506,33535645.1
5007935,33539761.05
3204005,33550609.5599999
2409407,33551934.35
3542404,33572276.69
2906709,33624572.61
2102200,33667295.47
2904902,33670167.67
3521309,33750573.22
4318200,33820747.32
5208806,33827807.82
2105005,33857119.06
4211751,33878510.5799999
1508126,33884659.5099999
2607307,33904245.72
2926202,33926245.57
3520004,33946135.6
1300409,33964519.55
3202454,34008014.82
4313201,34036496.46
2616308,34051442.95
3553955,34083997.61
2903409,34091930.77
4304663,34102970.4799999
1303908,34105845.6599999
2705002,34122564.55
4208005,34135937.54
2912707,34183457.67
2104677,34230611.5099999
