IDHM 2010,CodMunIBGE
0.63,5104906
0.673,5105002
0.682,5105101
0.716,5105150
0.662,5105176
0.714,5105200
0.627,5105234
0.768,5105259
0.676,5105309
0.645,5105507
0.701,5105580
0.716,5105606
0.704,5105622
0.699,5105903
0.702,5106000
0.638,5106109
0.65,5106158
0.595,5106174
0.636,5106182
0.714,5106190
0.651,5106208
0.686,5106216
0.758,5106224
0.682,5106232
0.669,5106240
0.704,5106257
0.674,5106265
0.664,5106273
0.649,5106281
0.672,5106299
0.667,5106307
0.653,5106315
0.679,5106372
0.649,5106422
0.656,5106455
0.652,5106505
0.734,5106653
0.686,5106703
0.703,5106752
0.673,5106778
0.685,5106802
0.652,5106828
0.599,5106851
0.678,5107008
0.752,5107040
0.692,5107065
0.719,5107107
0.676,5107156
0.67,5107180
0.692,5107198
0.707,5107206
0.715,5107248
0.689,5107263
0.661,5107297
0.682,5107305
0.657,5107354
0.66,5107404
0.64,5107578
0.755,5107602
0.65,5107701
0.684,5107743
0.666,5107750
0.735,5107768
0.609,5107776
0.655,5107792
0.656,5107800
0.668,5107859
0.732,5107875
0.664,5107883
0.754,5107909
0.744,5107925
0.695,5107941
0.729,5107958
0.714,5108006
0.698,5108055
0.655,5108105
0.716,5108204
0.665,5108303
0.656,5108352
0.734,5108402
0.68,5108501
0.688,5108600
0.688,5108808
0.704,5108857
0.663,5108907
0.691,5108956
0.708,5200050
0.689,5200100
0.686,5200134
0.702,5200159
0.671,5200175
0.722,5200209
0.686,5200258
0.682,5200308
0.697,5200506
0.719,5200555
0.713,5200605
0.66,5200803
0.609,5200829
0.7,5200852
0.681,5200902
0.737,5201108
0.725,5201207
0.714,5201306
0.718,5201405
0.693,5201454
0.693,5201504
0.693,5201603
0.732,5201702
0.684,5201801
0.674,5202155
0.687,5202353
0.675,5202502
0.7,5202601
0.66,5202809
0.655,5203104
0.742,5203203
0.716,5203302
0.67,5203401
0.701,5203500
0.683,5203559
0.63,5203575
0.701,5203609
0.672,5203807
0.71,5203906
0.687,5203939
0.704,5203962
0.668,5204003
0.71,5204102
0.727,5204201
0.698,5204250
0.73,5204300
0.693,5204409
0.733,5204508
0.685,5204557
0.653,5204607
0.631,5204656
0.688,5204706
0.694,5204805
0.661,5204854
0.692,5204904
0.654,5204953
0.713,5205000
0.701,5205059
0.766,5205109
0.664,5205208
0.584,5205307
0.775,5205406
0.711,5205455
0.742,5205471
0.717,5205497
0.657,5205513
0.658,5205521
0.686,5205703
0.68,5205802
0.698,5205901
0.699,5206206
0.688,5206305
0.708,5206404
0.706,5206503
0.737,5206602
0.654,5206701
0.697,5206800
0.716,5206909
0.729,5207105
0.668,5207253
0.702,5207352
0.739,5207402
0.707,5207501
0.65,5207535
0.685,5207600
0.732,5207808
0.597,5207907
0.744,5208004
0.715,5208103
0.659,5208152
0.653,5208301
0.703,5208400
0.76,5208509
0.727,5208608
0.799,5208707
0.694,5208806
0.709,5208905
0.725,5209101
0.674,5209150
0.697,5209200
0.687,5209291
0.637,5209408
0.652,5209457
0.694,5209606
0.706,5209705
0.677,5209804
0.644,5209903
0.692,5209937
0.701,5209952
0.72,5210000
0.701,5210109
0.696,5210158
0.743,5210208
0.711,5210307
0.719,5210406
0.693,5210562
0.718,5210604
0.691,5210802
0.725,5210901
0.677,5211008
0.726,5211206
0.693,5211305
0.718,5211404
0.752,5211503
0.704,5211602
0.707,5211701
0.699,5211800
0.757,5211909
0.689,5212006
0.649,5212055
0.706,5212105
0.743,5212204
0.74,5212253
0.659,5212303
0.701,5212501
0.745,5212600
0.626,5212709
0.691,5212808
0.699,5212907
0.679,5212956
0.677,5213004
0.665,5213053
0.707,5213087
0.718,5213103
0.696,5213400
0.615,5213509
0.707,5213707
0.733,5213756
0.613,5213772
0.734,5213806
0.695,5213855
0.706,5213905
0.683,5214002
0.634,5214051
0.68,5214101
0.71,5214408
0.721,5214507
0.715,5214606
0.678,5214705
0.747,5214804
0.643,5214838
0.681,5214861
0.655,5214879
0.634,5214903
0.718,5215009
0.699,5215207
0.684,5215231
0.658,5215256
0.715,5215306
0.719,5215405
0.747,5215504
0.651,5215603
0.713,5215652
0.698,5215702
0.73,5215801
0.722,5215900
0.686,5216007
0.711,5216304
0.672,5216403
0.676,5216452
0.712,5216809
0.684,5216908
0.721,5217104
0.721,5217203
0.693,5217302
0.744,5217401
0.669,5217609
0.687,5217708
0.727,5218003
0.684,5218052
0.654,5218102
0.659,5218300
0.684,5218391
0.74,5218508
0.727,5218607
0.693,5218706
0.731,5218789
0.754,5218805
0.719,5218904
0.736,5219001
0.706,5219100
0.688,5219209
0.713,5219258
0.724,5219308
0.683,5219357
0.714,5219407
0.634,5219456
0.701,5219506
0.665,5219605
0.701,5219704
0.691,5219712
0.723,5219738
0.665,5219753
0.597,5219803
0.651,5219902
0.685,5220009
0.724,5220058
0.731,5220108
0.669,5220157
0.664,5220207
0.697,5220264
0.693,5220280
0.72,5220405
0.701,5220454
0.681,5220504
0.709,5220603
0.645,5220686
0.617,5220702
0.716,5221007
0.661,5221080
0.685,5221197
0.745,5221304
0.699,5221403
0.653,5221452
0.697,5221502
0.691,5221551
0.67,5221577
0.737,5221601
0.703,5221700
0.732,5221809
0.746,5221858
0.687,5221908
0.712,5222005
0.684,5222054
0.647,5222203
0.634,5222302
0.824,5300108
